,day,month,year,weekday,hour,minute,matchday,status,leagueName,leagueId,leagueType,stage,homeName,homeId,awayName,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt
327933,26,1,2022,3,20,0,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Preston NE,1081,0,1,0,2
327187,11,1,2022,2,19,45,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,Brentford,402,2,1,4,1
327935,11,1,2022,2,20,0,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Fulham,63,0,2,0,7
327184,12,1,2022,3,19,45,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Norwich,68,1,0,2,0
327151,14,1,2022,5,20,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Crystal Palace,354,0,0,1,1
327148,15,1,2022,6,12,30,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Chelsea,61,0,0,1,0
327910,15,1,2022,6,12,30,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Blackburn,59,0,1,0,1
327916,15,1,2022,6,12,30,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Bournemouth,1044,2,0,3,2
327143,15,1,2022,6,15,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Southampton,340,1,0,3,1
327915,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Reading,355,0,0,2,1
327911,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,West Brom,74,0,0,1,0
327146,15,1,2022,6,15,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Everton,62,2,0,2,1
327913,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Peterborough,1077,Coventry City,1076,1,2,1,4
327909,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Swansea,72,1,0,1,1
327914,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Nottingham,351,0,0,0,1
327919,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,Sheffield Utd,356,0,0,2,0
327912,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Birmingham,332,1,0,1,1
327147,15,1,2022,6,15,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Watford,346,0,0,1,1
327918,15,1,2022,6,15,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Bristol City,387,5,2,6,2
327152,15,1,2022,6,17,30,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Man United,66,0,1,2,2
327917,16,1,2022,7,12,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Stoke,70,0,1,0,2
327144,16,1,2022,7,14,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Leeds United,341,1,2,2,3
327149,16,1,2022,7,14,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Brentford,402,1,0,3,0
327163,28,12,2021,2,15,0,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,Tottenham,73,1,1,1,1
327169,28,12,2021,2,15,0,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,West Ham,563,1,2,1,4
327168,28,12,2021,2,15,0,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Norwich,68,3,0,3,0
327165,28,12,2021,2,20,0,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Liverpool,64,0,0,1,0
327170,29,12,2021,3,19,30,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Brighton Hove,397,1,0,1,1
327943,29,12,2021,3,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Barnsley,357,1,1,2,1
327942,29,12,2021,3,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Middlesbrough,343,0,0,1,2
327940,29,12,2021,3,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Millwall,384,0,0,0,1
327171,29,12,2021,3,20,15,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Man City,65,0,1,0,1
327934,30,12,2021,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Derby County,342,0,1,1,2
327939,30,12,2021,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Nottingham,351,Huddersfield,394,0,1,0,1
327941,30,12,2021,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,QPR,69,1,1,1,2
327937,30,12,2021,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Cardiff,715,1,0,3,0
327164,30,12,2021,4,20,15,20.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Burnley,328,3,1,3,1
327162,1,1,2022,6,12,30,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Man City,65,1,0,1,2
327153,1,1,2022,6,15,0,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,Tottenham,73,0,0,0,1
327930,1,1,2022,6,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Hull City,322,1,0,1,0
327159,1,1,2022,6,17,30,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,West Ham,563,0,3,2,3
327928,2,1,2022,7,13,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Millwall,384,1,2,3,2
327161,2,1,2022,7,14,0,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Aston Villa,58,1,1,2,1
327157,2,1,2022,7,14,0,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Burnley,328,1,0,3,1
327931,2,1,2022,7,14,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Huddersfield,394,0,0,0,0
327158,2,1,2022,7,14,0,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Brighton Hove,397,0,2,2,3
327921,2,1,2022,7,14,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Cardiff,715,0,1,1,1
327932,2,1,2022,7,14,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,QPR,69,0,1,1,2
327160,2,1,2022,7,16,30,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Liverpool,64,2,2,2,2
327923,3,1,2022,1,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Preston NE,1081,0,0,1,2
327925,3,1,2022,1,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Derby County,342,1,0,2,2
327155,3,1,2022,1,17,30,21.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Wolverhampton,76,0,0,0,1
327962,18,12,2021,6,12,30,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Bournemouth,1044,0,0,1,0
327967,18,12,2021,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Birmingham,332,1,0,4,0
327960,18,12,2021,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Nottingham,351,Hull City,322,0,1,2,1
327966,18,12,2021,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Peterborough,1077,1,1,3,1
327965,18,12,2021,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Huddersfield,394,1,1,2,3
327190,18,12,2021,6,17,30,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Arsenal,57,0,3,1,4
327183,19,12,2021,7,14,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Chelsea,61,0,0,0,0
327188,19,12,2021,7,14,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Man City,65,0,2,0,4
327186,19,12,2021,7,16,30,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Liverpool,64,1,1,2,2
327963,20,12,2021,1,19,45,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Sheffield Utd,356,0,1,0,1
327175,26,12,2021,7,15,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Crystal Palace,354,2,0,3,0
327953,26,12,2021,7,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Blackpool,336,1,2,3,2
327178,26,12,2021,7,15,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Leicester City,338,4,0,6,3
327174,26,12,2021,7,15,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Southampton,340,0,1,2,3
327176,26,12,2021,7,15,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Arsenal,57,0,2,0,5
327950,26,12,2021,7,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Nottingham,351,1,0,2,0
327182,26,12,2021,7,17,30,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Chelsea,61,1,1,1,3
327181,26,12,2021,7,20,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Brentford,402,2,0,2,0
327955,27,12,2021,1,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,West Brom,74,0,0,1,0
327947,27,12,2021,1,17,30,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Bournemouth,1044,0,1,0,1
327177,27,12,2021,1,20,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Man United,66,1,0,1,1
327211,10,12,2021,5,20,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Watford,346,0,1,2,1
327978,11,12,2021,6,12,30,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Coventry City,1076,1,0,1,1
327204,11,12,2021,6,12,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Wolverhampton,76,0,0,1,0
327970,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Cardiff,715,2,0,2,2
327972,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Middlesbrough,343,0,0,0,0
327980,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Blackburn,59,0,1,0,2
327976,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Fulham,63,0,1,1,1
327205,11,12,2021,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Aston Villa,58,0,0,1,0
327212,11,12,2021,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Southampton,340,2,0,3,0
327977,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Bristol City,387,1,0,2,2
327971,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Reading,355,0,0,1,0
327979,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,Blackpool,336,0,0,1,0
327974,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Barnsley,357,0,0,2,1
327975,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Peterborough,1077,Millwall,384,0,1,2,1
327969,11,12,2021,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Nottingham,351,0,0,1,4
327208,11,12,2021,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Leeds United,341,1,1,3,2
327203,11,12,2021,6,17,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Man United,66,0,0,0,1
327209,12,12,2021,7,14,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,West Ham,563,0,0,0,0
327206,12,12,2021,7,14,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Newcastle,67,1,0,4,0
327207,12,12,2021,7,16,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Everton,62,1,0,3,1
327197,14,12,2021,2,19,45,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Aston Villa,58,0,1,0,2
327193,14,12,2021,2,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Leeds United,341,3,0,7,0
327200,15,12,2021,3,19,30,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Wolverhampton,76,0,1,0,1
327196,15,12,2021,3,19,30,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Southampton,340,1,2,2,2
327202,15,12,2021,3,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,West Ham,563,0,0,2,0
327195,16,12,2021,4,19,45,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Everton,62,0,0,1,1
327194,16,12,2021,4,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Newcastle,67,2,1,3,1
327968,17,12,2021,5,19,45,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Barnsley,357,West Brom,74,0,0,0,0
327997,28,11,2021,7,12,30,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Bristol City,387,1,0,2,0
327236,28,11,2021,7,14,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Watford,346,3,1,4,2
327234,28,11,2021,7,14,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,West Ham,563,1,0,2,1
327241,28,11,2021,7,14,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Everton,62,1,0,1,0
327238,28,11,2021,7,16,30,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Man United,66,0,0,1,1
328002,29,11,2021,1,19,45,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,QPR,69,1,0,1,2
327225,30,11,2021,2,19,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Norwich,68,0,0,1,1
327230,30,11,2021,2,20,15,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Crystal Palace,354,0,0,1,0
327228,1,12,2021,3,19,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Brighton Hove,397,1,0,1,1
327224,1,12,2021,3,19,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,Leicester City,338,2,1,2,2
327227,1,12,2021,3,19,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Burnley,328,0,0,0,0
327229,1,12,2021,3,19,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,Chelsea,61,1,1,1,2
327232,1,12,2021,3,20,15,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Man City,65,0,2,1,2
327231,1,12,2021,3,20,15,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Liverpool,64,1,2,1,4
327223,2,12,2021,4,19,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Brentford,402,1,0,2,0
327226,2,12,2021,4,20,15,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Arsenal,57,1,1,3,2
327987,3,12,2021,5,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Bournemouth,1044,0,0,1,1
327988,4,12,2021,6,12,30,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,West Brom,74,0,2,1,2
327214,4,12,2021,6,12,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Chelsea,61,1,2,3,2
327986,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Birmingham,332,2,0,3,1
327213,4,12,2021,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Liverpool,64,0,0,0,1
327992,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Barnsley,357,Huddersfield,394,1,1,1,1
327217,4,12,2021,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,Brighton Hove,397,1,0,1,1
327982,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Sheffield Utd,356,1,0,2,3
327990,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Luton Town,389,0,1,0,3
327991,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Preston NE,1081,0,0,1,0
327983,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Hull City,322,1,0,1,1
327981,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Swansea,72,1,0,1,0
327989,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Derby County,342,1,0,1,0
327218,4,12,2021,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Burnley,328,1,0,1,0
327985,4,12,2021,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Nottingham,351,Peterborough,1077,0,0,2,0
327215,4,12,2021,6,17,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,Man City,65,0,2,1,3
327219,5,12,2021,7,14,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Crystal Palace,354,0,0,1,0
327220,5,12,2021,7,14,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Brentford,402,1,0,2,2
327216,5,12,2021,7,14,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Norwich,68,1,0,3,0
327984,5,12,2021,7,14,30,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Stoke,70,0,1,0,2
327222,5,12,2021,7,16,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Leicester City,338,1,1,2,1
327221,6,12,2021,1,20,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Arsenal,57,0,1,2,1
328022,19,11,2021,5,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Luton Town,389,1,0,2,0
328020,20,11,2021,6,12,30,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Coventry City,1076,0,0,0,0
327250,20,11,2021,6,12,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Chelsea,61,0,2,0,3
328026,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Barnsley,357,2,0,4,1
327251,20,11,2021,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Crystal Palace,354,2,3,3,3
328028,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Blackburn,59,1,0,1,1
328024,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Birmingham,332,1,0,2,0
328018,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Cardiff,715,1,0,1,2
327247,20,11,2021,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Brentford,402,2,2,3,3
327243,20,11,2021,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,West Ham,563,0,0,1,0
328025,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,West Brom,74,1,0,1,0
328021,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Nottingham,351,0,1,1,1
328023,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Millwall,384,1,1,1,1
327252,20,11,2021,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Brighton Hove,397,0,0,2,0
328019,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Peterborough,1077,1,0,2,0
327244,20,11,2021,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,Man United,66,2,0,4,1
328017,20,11,2021,6,15,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Blackpool,336,1,0,1,1
327246,20,11,2021,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Southampton,340,1,1,2,1
327249,20,11,2021,6,17,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Arsenal,57,1,0,4,0
328027,21,11,2021,7,12,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,Bournemouth,1044,1,2,3,2
327248,21,11,2021,7,14,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Everton,62,1,0,3,0
327245,21,11,2021,7,16,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Leeds United,341,0,1,2,1
328016,23,11,2021,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,West Brom,74,0,0,0,0
328012,23,11,2021,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Nottingham,351,Luton Town,389,0,0,0,0
328013,23,11,2021,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Preston NE,1081,1,0,1,2
328015,23,11,2021,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Birmingham,332,0,0,0,0
328011,23,11,2021,2,20,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Sheffield Utd,356,0,0,0,1
328006,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Barnsley,357,Swansea,72,0,0,0,2
328014,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Derby County,342,0,0,0,0
328008,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Bournemouth,1044,0,1,1,1
328010,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Peterborough,1077,3,0,4,0
328007,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Huddersfield,394,0,0,1,0
328009,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Stoke,70,1,0,1,0
328005,24,11,2021,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Hull City,322,0,1,0,1
327995,26,11,2021,5,20,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Nottingham,351,0,0,0,0
327998,27,11,2021,6,12,30,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Fulham,63,0,1,1,1
327242,27,11,2021,6,12,30,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Newcastle,67,0,0,2,0
327993,27,11,2021,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Reading,355,1,2,2,3
327235,27,11,2021,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Southampton,340,3,0,4,0
328001,27,11,2021,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Middlesbrough,343,0,2,1,2
328004,27,11,2021,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Blackpool,336,0,0,1,0
327237,27,11,2021,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Aston Villa,58,0,1,1,2
327999,27,11,2021,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Peterborough,1077,Barnsley,357,0,0,0,0
327994,27,11,2021,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Cardiff,715,0,1,1,2
327233,27,11,2021,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Wolverhampton,76,0,0,0,0
327996,27,11,2021,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Blackburn,59,0,0,0,1
